"day","mean.temp","high","low","month","year","date"
13,2.1,9.2,-3.5,12,2013,2013-12-13
14,1.5,6.6,-4.7,12,2013,2013-12-14
15,4.4,8.5,0.9,12,2013,2013-12-15
16,4.7,7.9,1.9,12,2013,2013-12-16
17,5,9.1,0.3,12,2013,2013-12-17
18,4.9,6,3.9,12,2013,2013-12-18
19,6.4,8.7,4.2,12,2013,2013-12-19
20,3.1,5.7,-1.2,12,2013,2013-12-20
21,3.5,6.3,1.5,12,2013,2013-12-21
22,2.7,5.4,-0.2,12,2013,2013-12-22
23,3.3,7.8,-1.7,12,2013,2013-12-23
24,3.8,8.1,0.5,12,2013,2013-12-24
25,3.8,9.4,0.3,12,2013,2013-12-25
26,4.7,7.5,0.2,12,2013,2013-12-26
27,3.8,6.6,0.8,12,2013,2013-12-27
28,0.8,5,-2,12,2013,2013-12-28
29,0.2,6.1,-4.2,12,2013,2013-12-29
30,0.7,6.9,-5.1,12,2013,2013-12-30
31,2.7,10.3,-2.4,12,2013,2013-12-31
1,12.9,17,5.5,12,2014,2014-12-01
2,3.8,7.4,0.4,12,2014,2014-12-02
3,4.2,9.4,-2.8,12,2014,2014-12-03
4,5.6,7.4,2.5,12,2014,2014-12-04
5,2.7,7.3,-0.5,12,2014,2014-12-05
6,2,7,-2.8,12,2014,2014-12-06
7,2.5,8,-3.1,12,2014,2014-12-07
8,3.3,9.1,-3.4,12,2014,2014-12-08
9,4.1,11.5,-1.9,12,2014,2014-12-09
10,6,12.6,-0.2,12,2014,2014-12-10
11,8.3,11.4,5.8,12,2014,2014-12-11
12,5.3,8.8,2,12,2014,2014-12-12
13,1.9,7.4,-2.6,12,2014,2014-12-13
14,1,6.3,-4.4,12,2014,2014-12-14
15,1.8,6.8,-4.3,12,2014,2014-12-15
16,3.5,6.1,0.4,12,2014,2014-12-16
17,-0.5,2.5,-2.8,12,2014,2014-12-17
18,-0.7,3.2,-3.4,12,2014,2014-12-18
19,1.6,7.2,-1.6,12,2014,2014-12-19
20,4.7,8,0.2,12,2014,2014-12-20
21,3.4,7.9,-0.2,12,2014,2014-12-21
22,1,4.7,-3.9,12,2014,2014-12-22
23,3.8,9.7,-1.7,12,2014,2014-12-23
24,3.2,10,-2.8,12,2014,2014-12-24
25,3.3,7.2,-0.3,12,2014,2014-12-25
26,2.1,7,-3,12,2014,2014-12-26
27,1.8,7.5,-2.9,12,2014,2014-12-27
28,1.4,6.6,-5,12,2014,2014-12-28
29,5.1,10.3,0,12,2014,2014-12-29
30,3.2,10.9,-2.1,12,2014,2014-12-30
31,3.2,11.8,-3.7,12,2014,2014-12-31
