"day","mean.temp","high","low","month","year","date"
13,6.8,13.1,2,11,2013,2013-11-13
14,7.7,13.8,0.2,11,2013,2013-11-14
15,8.5,10.9,6.4,11,2013,2013-11-15
16,9.4,16.8,3.5,11,2013,2013-11-16
17,10.1,17.3,3.3,11,2013,2013-11-17
18,11.4,19.6,4.6,11,2013,2013-11-18
19,9.4,16.3,3.1,11,2013,2013-11-19
20,8.3,16.4,0.5,11,2013,2013-11-20
21,8.8,16.1,2.3,11,2013,2013-11-21
22,9.1,16.6,2,11,2013,2013-11-22
23,9.5,15.4,4.8,11,2013,2013-11-23
24,8.5,16.5,1.8,11,2013,2013-11-24
25,11.7,18.9,4.9,11,2013,2013-11-25
26,12.2,18.8,5.7,11,2013,2013-11-26
27,11.4,15.8,5.5,11,2013,2013-11-27
28,9.3,16.5,4.5,11,2013,2013-11-28
29,7.4,13.4,2,11,2013,2013-11-29
30,7.4,13.7,2.7,11,2013,2013-11-30
1,15.3,16.5,14.5,11,2014,2014-11-01
2,17.5,21.4,13.6,11,2014,2014-11-02
3,16.1,21,11,11,2014,2014-11-03
4,13.9,19.6,8.5,11,2014,2014-11-04
5,13.4,17.1,8.8,11,2014,2014-11-05
6,16.6,21.5,12.6,11,2014,2014-11-06
7,16,20.8,12.6,11,2014,2014-11-07
8,12.5,14,9,11,2014,2014-11-08
9,13.3,14.2,12.3,11,2014,2014-11-09
10,15.6,22.1,10.3,11,2014,2014-11-10
11,12.2,13.6,10.1,11,2014,2014-11-11
12,12.3,14.9,9.5,11,2014,2014-11-12
13,12.1,20.2,6.9,11,2014,2014-11-13
14,9.5,16.7,2.9,11,2014,2014-11-14
15,10,17.3,4.5,11,2014,2014-11-15
16,10,16.5,5.3,11,2014,2014-11-16
17,9.1,14.5,3.5,11,2014,2014-11-17
18,10.8,16.4,5.8,11,2014,2014-11-18
19,9.1,15.7,4,11,2014,2014-11-19
20,6.8,10.8,2.6,11,2014,2014-11-20
21,9.7,16.3,4.6,11,2014,2014-11-21
22,10.6,18.4,4.9,11,2014,2014-11-22
23,11.6,20.2,3.9,11,2014,2014-11-23
24,11.1,14.9,7.7,11,2014,2014-11-24
25,9.3,11.1,7.3,11,2014,2014-11-25
26,8.5,9.3,7.7,11,2014,2014-11-26
27,10.9,16.8,6.1,11,2014,2014-11-27
28,11.6,15.7,7.2,11,2014,2014-11-28
29,10.7,13.5,8.5,11,2014,2014-11-29
30,12.2,17,6.3,11,2014,2014-11-30
1,10,17.6,5.2,12,2010,2010-12-01
2,11.2,17,4.1,12,2010,2010-12-02
3,14.9,23.4,9.4,12,2010,2010-12-03
4,10,15.6,4.1,12,2010,2010-12-04
5,8.4,16,1.9,12,2010,2010-12-05
6,9.7,16,5,12,2010,2010-12-06
7,10.1,15.2,6.7,12,2010,2010-12-07
8,7.6,12.7,4.3,12,2010,2010-12-08
9,6.7,12.1,2.5,12,2010,2010-12-09
10,8.3,13.1,3.3,12,2010,2010-12-10
11,9.2,18.3,1.3,12,2010,2010-12-11
12,9.9,14.3,5.4,12,2010,2010-12-12
13,7,8,6.4,12,2010,2010-12-13
14,9.5,14,6.7,12,2010,2010-12-14
15,8.5,14,4.8,12,2010,2010-12-15
16,4.1,5.8,0.4,12,2010,2010-12-16
17,4,10.4,-2,12,2010,2010-12-17
18,5.7,13.6,-1.5,12,2010,2010-12-18
19,5.2,10,-1,12,2010,2010-12-19
20,7.6,16.8,2.7,12,2010,2010-12-20
21,7,11.1,1.2,12,2010,2010-12-21
22,11.9,16.9,7.7,12,2010,2010-12-22
23,9.8,14.4,4.5,12,2010,2010-12-23
24,6,12.9,1.3,12,2010,2010-12-24
25,3.8,10.1,-2.6,12,2010,2010-12-25
26,3.6,11.1,-2.7,12,2010,2010-12-26
27,2.9,10.6,-3.2,12,2010,2010-12-27
28,4.1,10.9,-3.4,12,2010,2010-12-28
29,6.5,12.2,1.2,12,2010,2010-12-29
30,2.1,5.8,-1.7,12,2010,2010-12-30
31,3.9,9.6,-1.5,12,2010,2010-12-31
1,6.7,10.1,5.1,12,2011,2011-12-01
2,5.2,6.4,3.1,12,2011,2011-12-02
3,9.7,13.5,5.6,12,2011,2011-12-03
4,11.6,15.5,6.6,12,2011,2011-12-04
5,8.4,15.6,2.9,12,2011,2011-12-05
6,5.7,8.4,2.8,12,2011,2011-12-06
7,7,12.3,2.6,12,2011,2011-12-07
8,5.9,7.6,4.1,12,2011,2011-12-08
9,3.7,6.2,1.2,12,2011,2011-12-09
10,4.2,11,-2.1,12,2011,2011-12-10
11,5.3,13.9,-1.5,12,2011,2011-12-11
12,5.9,14.5,-0.6,12,2011,2011-12-12
13,6.5,13.5,0.7,12,2011,2011-12-13
14,6,8.7,2.2,12,2011,2011-12-14
15,7.1,NA,NA,12,2011,2011-12-15
16,7.3,12.5,-0.3,12,2011,2011-12-16
17,3.2,9.7,-1.9,12,2011,2011-12-17
18,3.4,11.7,-3.4,12,2011,2011-12-18
19,2.7,9.1,-1.9,12,2011,2011-12-19
20,4,10.4,-0.8,12,2011,2011-12-20
21,2.5,7.4,-1.6,12,2011,2011-12-21
22,2.3,6.5,-0.6,12,2011,2011-12-22
23,4.5,8.3,-1.2,12,2011,2011-12-23
24,3,8.6,-1.8,12,2011,2011-12-24
25,3.1,8.2,-2,12,2011,2011-12-25
26,2,8.5,-3.2,12,2011,2011-12-26
27,2.6,8.9,-4,12,2011,2011-12-27
28,3.8,9.1,-1.3,12,2011,2011-12-28
29,3,9.3,-2.6,12,2011,2011-12-29
30,4.5,9.5,-1.1,12,2011,2011-12-30
31,2.9,10.4,-2,12,2011,2011-12-31
1,4.8,9.4,1.2,12,2012,2012-12-01
2,4,8.2,-1.4,12,2012,2012-12-02
3,5.4,8,2,12,2012,2012-12-03
4,8.1,11.5,6.3,12,2012,2012-12-04
5,7.7,13.3,0.7,12,2012,2012-12-05
6,9.6,16.2,2.8,12,2012,2012-12-06
7,5.4,12.2,0.6,12,2012,2012-12-07
8,5,15.7,-1.6,12,2012,2012-12-08
9,3,9.9,-3.2,12,2012,2012-12-09
10,2,8.8,-3.6,12,2012,2012-12-10
11,3.3,11.3,-3,12,2012,2012-12-11
12,4,10.9,-1.4,12,2012,2012-12-12
13,3.4,11.1,-3.3,12,2012,2012-12-13
14,2.6,10.3,-3.4,12,2012,2012-12-14
15,5.1,7.4,1.2,12,2012,2012-12-15
16,10,17.6,2.7,12,2012,2012-12-16
17,5.2,6.9,1.7,12,2012,2012-12-17
18,8.9,14.6,5.1,12,2012,2012-12-18
19,4.6,8.2,1.9,12,2012,2012-12-19
20,3.5,10.3,-0.8,12,2012,2012-12-20
21,4.4,8.1,-2.6,12,2012,2012-12-21
22,5.1,10.4,2.3,12,2012,2012-12-22
23,4.9,8.6,-0.3,12,2012,2012-12-23
24,2.4,8,-3.1,12,2012,2012-12-24
25,1.5,8.8,-4.4,12,2012,2012-12-25
26,2.6,6.7,-1.9,12,2012,2012-12-26
27,1.9,7.5,-2.2,12,2012,2012-12-27
28,1.1,4.7,-4.4,12,2012,2012-12-28
29,6.4,11.3,2.6,12,2012,2012-12-29
30,6.1,6.9,5,12,2012,2012-12-30
31,7.4,11.4,2.6,12,2012,2012-12-31
1,6.1,14.4,-0.5,12,2013,2013-12-01
2,7,14.9,1,12,2013,2013-12-02
3,8,15.3,1,12,2013,2013-12-03
4,8.8,13.6,5.3,12,2013,2013-12-04
5,8,15.9,2.4,12,2013,2013-12-05
6,8.2,16.2,2.7,12,2013,2013-12-06
7,8.1,13.2,3.5,12,2013,2013-12-07
8,6.6,12.1,1.9,12,2013,2013-12-08
9,4.2,9.4,-0.9,12,2013,2013-12-09
10,6.9,14,2.2,12,2013,2013-12-10
11,6.9,11.7,2,12,2013,2013-12-11
12,5.8,12.3,0,12,2013,2013-12-12
13,6.1,14.6,-2.1,12,2013,2013-12-13
14,5.4,10.8,0.2,12,2013,2013-12-14
15,4.7,11,-1.9,12,2013,2013-12-15
16,6.2,11.2,-0.2,12,2013,2013-12-16
17,6.8,11.9,2.6,12,2013,2013-12-17
18,4.4,7.1,2.3,12,2013,2013-12-18
19,5.4,6.8,3,12,2013,2013-12-19
20,4.9,7.2,0.5,12,2013,2013-12-20
21,4.2,10.5,-1.3,12,2013,2013-12-21
22,5.8,10.9,1.8,12,2013,2013-12-22
23,4.1,7.6,-1.3,12,2013,2013-12-23
24,5.1,12.3,-0.6,12,2013,2013-12-24
25,3.5,9.5,-0.4,12,2013,2013-12-25
26,3.5,7,-1.2,12,2013,2013-12-26
27,5.5,8.8,2.5,12,2013,2013-12-27
28,3.6,8.4,-0.2,12,2013,2013-12-28
29,2.3,9,-3.2,12,2013,2013-12-29
30,2.7,11,-4.4,12,2013,2013-12-30
31,4,12.8,-2.8,12,2013,2013-12-31
1,12.3,13.4,10.7,12,2014,2014-12-01
2,9.2,14.8,3.6,12,2014,2014-12-02
3,6.2,13.2,-0.5,12,2014,2014-12-03
4,5.7,10,1.5,12,2014,2014-12-04
5,6.4,12.3,0.6,12,2014,2014-12-05
6,3.6,9.7,-2.1,12,2014,2014-12-06
7,4.1,10.6,-1.6,12,2014,2014-12-07
8,4.5,10.8,-0.5,12,2014,2014-12-08
9,5.5,12.7,-1.4,12,2014,2014-12-09
10,5.7,9.8,0.1,12,2014,2014-12-10
11,6.5,9.8,3.1,12,2014,2014-12-11
12,8.2,10.2,2.9,12,2014,2014-12-12
13,4.8,12.7,-1.1,12,2014,2014-12-13
14,2.1,8.6,-2.6,12,2014,2014-12-14
15,3.1,10,-3.6,12,2014,2014-12-15
16,2.8,4.8,1.4,12,2014,2014-12-16
17,4.3,9.2,0,12,2014,2014-12-17
18,3.4,7.9,-1.9,12,2014,2014-12-18
19,3.4,9.5,-2.9,12,2014,2014-12-19
20,3.9,6.4,1.6,12,2014,2014-12-20
21,8.6,12.2,4,12,2014,2014-12-21
22,6.2,11.2,1.8,12,2014,2014-12-22
23,4.9,10.7,-0.1,12,2014,2014-12-23
24,2.5,9.7,-1.8,12,2014,2014-12-24
25,4,10.8,-1,12,2014,2014-12-25
26,3.2,9.3,-3.2,12,2014,2014-12-26
27,2.4,8.2,-2.4,12,2014,2014-12-27
28,1.3,7.3,-4.8,12,2014,2014-12-28
29,3,5.7,1.1,12,2014,2014-12-29
30,4,11.5,-1.3,12,2014,2014-12-30
31,6.2,13.1,-1.7,12,2014,2014-12-31
