"V1","V2","V3","V4","V5"
"19","2011","Athens, GA, USA","27","34"
"17","2011","Athens, GA, USA","25","33"
"17","2011","Athens, GA, USA","26","34"
"18","2011","Athens, GA, USA","25","32"
"18","2011","Athens, GA, USA","25","31"
"19","2011","Athens, GA, USA","26","33"
"19","2011","Athens, GA, USA","27","35"
"23","2011","Athens, GA, USA","30","36"
"21","2011","Athens, GA, USA","29","37"
"21","2011","Athens, GA, USA","28","34"
"21","2011","Athens, GA, USA","25","29"
"20","2011","Athens, GA, USA","27","34"
"19","2011","Athens, GA, USA","26","33"
"20","2011","Athens, GA, USA","28","35"
"20","2011","Athens, GA, USA","27","34"
"23","2011","Athens, GA, USA","28","34"
"21","2011","Athens, GA, USA","28","34"
"21","2011","Athens, GA, USA","27","34"
"21","2011","Athens, GA, USA","28","36"
"21","2011","Athens, GA, USA","28","36"
"21","2011","Athens, GA, USA","28","36"
"21","2011","Athens, GA, USA","28","35"
"20","2011","Athens, GA, USA","27","34"
"21","2011","Athens, GA, USA","27","33"
"21","2011","Athens, GA, USA","28","35"
"22","2011","Athens, GA, USA","28","35"
"22","2011","Athens, GA, USA","29","35"
"22","2011","Athens, GA, USA","27","33"
"23","2011","Athens, GA, USA","29","36"
"23","2011","Athens, GA, USA","31","38"
"24","2011","Athens, GA, USA","31","37"
"23","2011","Athens, GA, USA","27","32"
"19","2011","Athens, GA, USA","23","26"
"19","2011","Athens, GA, USA","25","31"
"19","2011","Athens, GA, USA","25","31"
"19","2011","Athens, GA, USA","27","34"
"21","2011","Athens, GA, USA","28","36"
"23","2011","Athens, GA, USA","30","37"
"22","2011","Athens, GA, USA","29","36"
"22","2011","Athens, GA, USA","29","37"
"23","2011","Athens, GA, USA","29","36"
"23","2011","Athens, GA, USA","29","36"
"23","2011","Athens, GA, USA","29","34"
"22","2011","Athens, GA, USA","29","36"
"21","2011","Athens, GA, USA","29","37"
"23","2011","Athens, GA, USA","29","36"
"23","2011","Athens, GA, USA","30","36"
"24","2011","Athens, GA, USA","31","37"
"24","2011","Athens, GA, USA","30","36"
"23","2011","Athens, GA, USA","29","34"
"23","2011","Athens, GA, USA","31","38"
"23","2011","Athens, GA, USA","31","39"
"24","2011","Athens, GA, USA","31","36"
"23","2011","Athens, GA, USA","31","38"
"23","2011","Athens, GA, USA","29","35"
"23","2011","Athens, GA, USA","28","33"
"22","2011","Athens, GA, USA","29","37"
"23","2011","Athens, GA, USA","29","35"
"22","2011","Athens, GA, USA","30","38"
"24","2011","Athens, GA, USA","31","37"
"21","2011","Athens, GA, USA","28","36"
"20","2011","Athens, GA, USA","27","34"
"22","2011","Athens, GA, USA","29","36"
"19","2011","Athens, GA, USA","26","33"
"18","2011","Athens, GA, USA","26","34"
"20","2011","Athens, GA, USA","27","34"
"21","2011","Athens, GA, USA","28","35"
"21","2011","Athens, GA, USA","28","36"
"21","2011","Athens, GA, USA","28","35"
"21","2011","Athens, GA, USA","28","35"
"22","2011","Athens, GA, USA","30","38"
"20","2011","Athens, GA, USA","26","32"
"18","2011","Athens, GA, USA","26","33"
"19","2011","Athens, GA, USA","27","35"
"21","2011","Athens, GA, USA","28","36"
"22","2011","Athens, GA, USA","29","36"
"17","2011","Athens, GA, USA","27","36"
"20","2011","Athens, GA, USA","27","34"
"21","2011","Athens, GA, USA","26","32"
"21","2011","Athens, GA, USA","27","33"
"19","2011","Athens, GA, USA","27","35"
"19","2011","Athens, GA, USA","28","37"
"21","2011","Athens, GA, USA","28","36"
"21","2011","Athens, GA, USA","26","31"
"21","2011","Athens, GA, USA","25","29"
"16","2011","Athens, GA, USA","21","25"
"15","2011","Athens, GA, USA","19","24"
"14","2011","Athens, GA, USA","21","26"
"13","2011","Athens, GA, USA","21","28"
"13","2011","Athens, GA, USA","22","31"
"14","2011","Athens, GA, USA","23","32"
"16","2011","Athens, GA, USA","24","32"
"16","2011","Athens, GA, USA","24","33"
"15","2011","Athens, GA, USA","25","34"
"17","2011","Athens, GA, USA","25","32"
"14","2011","Athens, GA, USA","17","20"
"13","2011","Athens, GA, USA","19","24"
"14","2011","Athens, GA, USA","19","25"
"17","2011","Athens, GA, USA","21","24"
"17","2011","Athens, GA, USA","21","26"
"20","2011","Athens, GA, USA","25","30"
"20","2011","Athens, GA, USA","23","26"
"20","2011","Athens, GA, USA","25","29"
